,superficie,lat,lng,time_ctrl,personal,medios,TMEDIA,RACHA,SOL,Año,PRES_RANGE,target
4128,2.25,42.138295,-7.208119,4.08,12,0,30.4,12.2,11.8,2003,4.80000000000007,1
4129,3.5,42.378409,-7.296097,1.15,15,3,30.4,12.2,11.8,2003,4.80000000000007,1
4130,3.0,42.193381,-7.181567,2.05,19,2,30.4,12.2,11.8,2003,4.80000000000007,1
4131,1.2,42.239271,-7.177304,1.15,5,1,30.4,12.2,11.8,2003,4.80000000000007,1
4132,1.1,41.927685,-7.418911,0.55,23,3,30.4,12.2,11.8,2003,4.80000000000007,5
4133,2.0,41.938525,-7.367763,1.05,22,5,30.4,12.2,11.8,2003,4.80000000000007,5
4134,4.76,42.06718,-7.459692,2.5,30,4,30.4,12.2,11.8,2003,4.80000000000007,5
4135,4.0,42.29459,-7.712152,3.55,26,2,30.3,8.1,10.7,2003,3.19999999999993,1
4136,1.0,42.436841,-8.310836,0.45,16,4,30.3,8.1,10.7,2003,3.19999999999993,5
4137,2.0,42.357993,-7.365363,1.4,11,4,30.0,6.7,11.2,2003,5.0,1
4138,1.0,42.266688,-7.491946,2.05,16,3,30.0,6.7,11.2,2003,5.0,1
4139,1.1,42.382907,-8.183705,1.25,14,2,30.0,6.7,11.2,2003,5.0,1
4140,1.5,42.337957,-7.352263,1.5,6,2,30.0,6.7,11.2,2003,5.0,1
4141,2.5,42.174959,-7.820767,1.25,13,2,30.0,6.7,11.2,2003,5.0,3
4142,2.5,42.277541,-7.394488,2.3,21,2,30.0,6.7,11.2,2003,5.0,1
4143,1.01,42.38933,-7.569243,1.4,6,2,29.2,5.8,11.1,2003,3.60000000000002,1
4144,1.0,42.217695,-7.201441,1.11,5,0,29.2,5.8,11.1,2003,3.60000000000002,1
4145,1.0,42.376974,-7.601286,0.2,5,2,29.2,5.8,11.1,2003,3.60000000000002,4
4146,1.5,41.915314,-7.95766,1.1,20,4,29.2,5.8,11.1,2003,3.60000000000002,1
4147,2.5,42.239271,-7.177304,1.15,18,2,29.2,5.8,11.1,2003,3.60000000000002,4
4148,1.7,42.111998,-7.250142,1.3,7,1,29.2,5.8,11.1,2003,3.60000000000002,1
4149,1.0,42.441724,-7.970025,1.25,21,8,29.2,5.8,11.1,2003,3.60000000000002,1
4150,1.0,42.453132,-8.210266,1.45,11,2,29.4,7.2,12.0,2003,2.80000000000007,1
4151,1.5,42.419271,-8.187306,2.05,23,3,29.4,7.2,12.0,2003,2.80000000000007,1
4152,1.2,41.921828,-7.303261,1.09,9,1,29.4,7.2,12.0,2003,2.80000000000007,1
4153,4.85,42.13759,-7.395911,3.15,22,4,29.4,7.2,12.0,2003,2.80000000000007,1
4154,2.2,42.286446,-7.204859,2.35,11,1,29.4,7.2,12.0,2003,2.80000000000007,1
4155,2.02,42.378365,-7.414793,2.1,16,3,30.1,12.8,5.4,2003,3.60000000000002,1
4156,1.4,42.247705,-7.267098,1.18,22,1,30.1,12.8,5.4,2003,3.60000000000002,5
4157,2.0,41.916913,-7.99867,2.3,30,1,30.1,12.8,5.4,2003,3.60000000000002,5
4158,1.0,42.182982,-7.643787,0.4,7,0,30.1,12.8,5.4,2003,3.60000000000002,5
4159,5.0,42.225081,-7.54853,3.15,5,3,30.1,12.8,5.4,2003,3.60000000000002,1
4160,3.0,42.433798,-8.159861,3.45,17,8,30.1,12.8,5.4,2003,3.60000000000002,5
4161,4.5,42.2644,-7.335642,2.42,11,0,30.1,12.8,5.4,2003,3.60000000000002,1
4162,2.0,42.337462,-7.431929,2.05,22,2,30.1,12.8,5.4,2003,3.60000000000002,5
4163,2.0,42.107092,-8.156315,1.05,17,1,28.0,6.7,11.2,2003,2.20000000000005,1
4164,4.5,42.337462,-7.431929,1.55,25,2,28.0,6.7,11.2,2003,2.20000000000005,1
4165,2.0,41.894282,-7.945682,1.4,3,2,28.0,6.7,11.2,2003,2.20000000000005,1
4166,1.67,41.96825,-7.27029,1.2,14,4,28.0,6.7,11.2,2003,2.20000000000005,1
4167,2.0,42.09035,-7.979055,2.05,24,2,28.0,6.7,11.2,2003,2.20000000000005,1
4168,1.5,42.048474,-7.790423,0.4,11,1,28.0,6.7,11.2,2003,2.20000000000005,1
4169,1.0,42.2202,-7.777203,1.25,15,2,30.1,12.8,5.4,2003,3.60000000000002,1
4170,2.5,42.111998,-7.250142,1.5,6,0,25.1,8.3,10.4,2003,2.79999999999995,2
4171,2.0,42.287638,-7.424469,4.0,6,0,25.1,8.3,10.4,2003,2.79999999999995,1
4172,4.0,42.111998,-7.250142,2.3,5,0,25.1,8.3,10.4,2003,2.79999999999995,4
4173,2.5,42.09035,-7.979055,0.15,28,3,25.1,8.3,10.4,2003,2.79999999999995,1
4174,1.5,42.535126,-8.006168,4.0,21,2,21.7,7.5,0.3,2003,3.19999999999993,1
4175,3.0,42.217695,-7.201441,1.32,15,2,21.7,7.5,0.3,2003,3.19999999999993,1
4176,1.3,42.107328,-7.019932,1.4,13,0,23.5,8.3,8.4,2003,3.79999999999995,1
4177,2.5,42.286446,-7.204859,1.1,11,3,23.5,8.3,8.4,2003,3.79999999999995,1
4178,5.0,42.113642,-7.59946,2.25,17,4,23.5,8.3,8.4,2003,3.79999999999995,1
4179,1.5,41.990901,-7.648006,0.5,1,1,23.4,6.9,6.9,2003,3.60000000000002,1
4180,2.0,41.952986,-7.724494,1.45,6,1,23.4,6.9,6.9,2003,3.60000000000002,1
4181,2.5,42.357993,-7.365363,2.25,6,2,23.4,6.9,6.9,2003,3.60000000000002,1
4182,2.0,42.337462,-7.431929,1.05,21,3,23.4,6.9,6.9,2003,3.60000000000002,1
4183,1.2,42.270645,-8.249436,3.45,16,7,23.4,6.9,6.9,2003,3.60000000000002,3
4184,5.2,42.16819,-7.182022,2.5,13,0,23.4,6.9,6.9,2003,3.60000000000002,1
4185,3.0,42.286446,-7.204859,1.15,6,1,23.4,6.9,6.9,2003,3.60000000000002,1
4186,2.0,42.477034,-6.952572,1.0,13,3,23.4,6.9,6.9,2003,3.60000000000002,1
4187,5.0,42.257138,-7.223173,2.55,26,2,23.4,6.9,6.9,2003,3.60000000000002,1
4188,2.5,42.107092,-8.156315,4.05,17,2,23.9,7.8,10.5,2003,3.10000000000002,1
4189,1.0,42.30709,-7.626797,1.2,6,0,23.9,7.8,10.5,2003,3.10000000000002,1
4190,2.01,42.234061,-7.430299,1.48,28,4,23.9,7.8,10.5,2003,3.10000000000002,1
4191,7.0,42.107328,-7.019932,2.4,21,7,23.9,7.8,10.5,2003,3.10000000000002,1
4192,2.0,42.391885,-7.280667,1.15,16,3,23.9,7.8,10.5,2003,3.10000000000002,1
4193,3.0,42.270302,-7.185638,2.0,16,3,23.9,7.8,10.5,2003,3.10000000000002,1
4194,1.9,41.920361,-7.6494,1.24,16,2,23.9,7.8,10.5,2003,3.10000000000002,1
4195,3.5,42.234061,-7.430299,1.0,9,0,23.9,7.8,10.5,2003,3.10000000000002,1
4196,2.5,42.078955,-7.414967,4.05,18,2,24.6,10.6,9.5,2003,3.10000000000002,3
4197,1.5,42.471982,-7.932475,1.1,21,3,24.6,10.6,9.5,2003,3.10000000000002,1
4198,4.0,41.978371,-7.565493,2.3,16,1,24.6,10.6,9.5,2003,3.10000000000002,1
4199,1.0,42.277541,-7.394488,0.25,5,1,24.6,10.6,9.5,2003,3.10000000000002,1
4200,1.0,42.337957,-7.352263,0.4,5,1,24.6,10.6,9.5,2003,3.10000000000002,1
4201,1.0,42.237768,-7.72807,0.5,17,5,25.7,6.9,9.5,2003,5.60000000000002,1
4202,2.3,41.95071,-7.61967,1.45,15,7,25.7,6.9,9.5,2003,5.60000000000002,4
4203,4.3,42.107328,-7.019932,2.0,24,5,25.7,6.9,9.5,2003,5.60000000000002,1
4204,5.0,42.163813,-7.750447,2.0,14,6,25.7,6.9,9.5,2003,5.60000000000002,1
4205,3.0,41.920361,-7.6494,1.26,15,2,25.7,6.9,9.5,2003,5.60000000000002,1
4206,2.0,42.471982,-7.932475,2.05,28,4,25.7,6.9,9.5,2003,5.60000000000002,1
4207,2.0,42.217695,-7.201441,2.1,16,2,25.1,11.4,12.1,2003,5.0,1
4208,7.03,42.253103,-7.176688,1.45,23,4,25.1,11.4,12.1,2003,5.0,1
4209,1.0,42.357834,-8.297918,1.45,10,1,25.1,11.4,12.1,2003,5.0,1
4210,1.5,42.30709,-7.626797,1.0,23,4,25.1,11.4,12.1,2003,5.0,1
4211,1.0,42.419271,-8.187306,1.2,12,2,25.1,11.4,12.1,2003,5.0,1
4212,2.0,42.211113,-7.241581,1.25,16,3,25.4,6.4,7.8,2003,3.60000000000002,1
4213,1.0,42.253103,-7.176688,0.55,10,2,25.4,6.4,7.8,2003,3.60000000000002,1
4214,1.0,42.517731,-8.260206,0.25,16,4,25.4,6.4,7.8,2003,3.60000000000002,5
4215,3.0,42.1334,-7.845109,1.55,8,4,25.4,6.4,7.8,2003,3.60000000000002,1
4216,1.0,42.007344,-7.677171,1.05,11,1,25.8,7.8,9.5,2003,3.20000000000005,1
4217,2.0,42.370894,-8.237519,1.4,23,6,25.8,7.8,9.5,2003,3.20000000000005,1
4218,2.0,42.382907,-8.183705,1.25,21,8,25.8,7.8,9.5,2003,3.20000000000005,5
4219,2.5,41.978371,-7.565493,0.25,6,1,25.8,7.8,9.5,2003,3.20000000000005,1
4220,2.5,41.978371,-7.565493,0.1,6,1,25.8,7.8,9.5,2003,3.20000000000005,1
4221,2.0,42.073836,-7.86628,1.4,16,2,25.8,7.8,9.5,2003,3.20000000000005,1
4222,1.5,42.270645,-8.249436,2.25,27,4,25.8,7.8,9.5,2003,3.20000000000005,1
4223,2.3,42.111998,-7.250142,1.38,7,1,26.2,10.0,11.1,2003,4.0,1
4224,1.5,41.970483,-7.645662,0.4,16,4,26.2,10.0,11.1,2003,4.0,1
4225,1.5,42.509746,-8.025887,1.15,32,7,26.2,10.0,11.1,2003,4.0,1
4226,2.5,42.12486,-7.039214,1.33,29,3,26.2,10.0,11.1,2003,4.0,1
4227,1.0,42.38933,-7.569243,1.4,11,2,26.2,10.0,11.1,2003,4.0,1
4228,1.5,42.22277,-7.683854,1.55,1,2,26.2,10.0,11.1,2003,4.0,1
4229,5.0,42.253103,-7.176688,3.0,11,0,26.2,10.0,11.1,2003,4.0,1
4230,1.0,42.321315,-8.222657,2.0,7,1,26.2,10.0,11.1,2003,4.0,1
4231,6.5,42.270302,-7.185638,2.45,16,3,26.2,10.0,11.1,2003,4.0,1
4232,3.2,42.280417,-7.254184,2.15,11,2,26.2,10.0,11.1,2003,4.0,1
4233,1.0,41.974269,-7.917461,1.35,21,4,26.2,10.0,11.1,2003,4.0,1
4234,2.5,42.403177,-8.301994,2.25,17,4,26.2,10.0,11.1,2003,4.0,3
4235,1.0,42.219177,-7.161441,1.2,20,2,22.1,7.8,4.6,2003,2.5,1
4236,1.2,41.978371,-7.565493,1.05,17,2,22.1,7.8,4.6,2003,2.5,1
4237,1.9,41.901518,-7.46714,1.25,14,2,22.1,7.8,4.6,2003,2.5,1
4238,2.3,41.971801,-7.212831,1.15,21,1,20.1,7.2,11.2,2003,6.10000000000002,1
4239,3.0,42.270302,-7.185638,0.45,11,1,20.1,7.2,11.2,2003,6.10000000000002,1
4240,2.0,42.472175,-7.913726,2.05,32,4,20.9,9.7,7.5,2003,3.5,2
4241,1.0,41.921828,-7.303261,1.15,17,1,20.9,9.7,7.5,2003,3.5,1
4242,1.5,42.376905,-7.777216,0.3,11,1,21.1,6.4,6.8,2003,2.80000000000007,1
4243,1.0,42.042234,-7.758511,0.5,11,1,20.7,6.4,8.9,2003,3.0,1
4244,1.0,42.320423,-7.701383,1.36,21,2,20.7,6.4,8.9,2003,3.0,1
4245,1.2,41.95351,-7.272318,1.25,17,3,20.7,7.8,11.2,2003,2.59999999999991,1
4246,2.0,42.239271,-7.177304,1.2,11,1,20.7,7.8,11.2,2003,2.59999999999991,1
4247,2.0,42.368587,-6.869887,0.48,5,0,20.7,7.8,11.2,2003,2.59999999999991,1
4248,1.5,42.344946,-8.164942,1.45,16,2,19.7,6.1,7.4,2003,5.20000000000005,1
4249,1.0,42.200266,-7.683316,0.55,13,2,19.7,6.1,7.4,2003,5.20000000000005,1
4250,2.0,41.884772,-7.512774,1.1,10,2,19.7,6.1,7.4,2003,5.20000000000005,1
4251,1.5,42.247705,-7.267098,1.3,6,1,18.6,7.8,10.9,2003,6.39999999999998,1
4252,1.0,42.194933,-7.054949,1.27,12,1,18.6,7.8,10.9,2003,6.39999999999998,1
4253,2.0,42.153179,-7.707604,1.25,16,5,20.0,5.8,11.2,2003,4.39999999999998,1
4254,3.5,41.939797,-7.754553,1.15,26,4,23.4,5.8,11.1,2003,4.30000000000007,1
4255,1.0,41.991256,-7.427745,1.2,11,1,23.4,5.8,11.1,2003,4.30000000000007,1
4256,3.5,41.864971,-7.573489,1.1,12,2,23.4,5.8,11.1,2003,4.30000000000007,1
4257,3.6,42.312721,-7.19375,2.07,25,4,23.4,5.8,11.1,2003,4.30000000000007,1
4258,1.15,42.13846,-7.783061,1.49,22,5,24.7,5.3,10.9,2003,5.30000000000007,1
4259,2.0,42.131721,-7.132455,1.45,12,1,24.7,5.3,10.9,2003,5.30000000000007,1
4260,1.5,42.344946,-8.164942,1.2,11,1,24.7,5.3,10.9,2003,5.30000000000007,1
4261,2.5,42.219177,-7.161441,1.0,6,1,24.7,5.3,10.9,2003,5.30000000000007,1
4262,1.41,42.270302,-7.185638,0.55,11,1,24.7,5.3,10.9,2003,5.30000000000007,1
4263,1.0,41.864971,-7.573489,1.03,22,2,24.7,5.3,10.9,2003,5.30000000000007,1
4264,3.0,41.972586,-7.712589,2.35,23,3,24.7,5.3,10.9,2003,5.30000000000007,2
4265,2.0,42.153179,-7.707604,2.05,17,2,24.7,5.3,10.9,2003,5.30000000000007,2
4266,1.0,41.95351,-7.272318,1.2,5,3,24.7,5.3,10.9,2003,5.30000000000007,1
4267,3.5,42.292139,-7.610225,2.25,20,0,24.7,5.3,10.9,2003,5.30000000000007,1
4268,1.0,41.918301,-7.342967,1.1,10,1,24.7,5.3,10.9,2003,5.30000000000007,1
4269,8.0,42.13846,-7.783061,3.4,22,5,24.8,4.2,11.0,2003,5.20000000000005,1
4270,4.0,42.455428,-8.158392,3.1,22,5,24.8,4.2,11.0,2003,5.20000000000005,1
4271,1.8,42.128104,-7.287361,1.2,16,1,24.8,4.2,11.0,2003,5.20000000000005,1
4272,1.2,41.894282,-7.945682,1.25,6,2,24.8,4.2,11.0,2003,5.20000000000005,1
4273,3.0,42.378409,-7.296097,1.2,21,3,24.8,4.2,11.0,2003,5.20000000000005,1
4274,1.0,42.292139,-7.610225,3.05,16,2,24.8,4.2,11.0,2003,5.20000000000005,1
4275,6.0,42.286665,-7.163543,1.2,11,2,24.8,4.2,11.0,2003,5.20000000000005,1
4276,2.5,42.131385,-7.072938,1.25,17,2,24.8,4.2,11.0,2003,5.20000000000005,1
4277,1.0,42.436841,-8.310836,1.35,11,2,24.8,4.2,11.0,2003,5.20000000000005,1
4278,4.0,42.050812,-7.671931,1.05,6,0,24.2,5.0,11.0,2003,7.20000000000005,1
4279,1.5,42.189168,-7.672114,1.2,21,1,24.2,5.0,11.0,2003,7.20000000000005,1
4280,3.3,42.257138,-7.223173,1.05,16,4,24.2,5.0,11.0,2003,7.20000000000005,1
4281,1.6,41.978371,-7.565493,1.1,24,1,24.2,5.0,11.0,2003,7.20000000000005,1
4282,3.0,41.961623,-8.036682,1.25,16,2,24.2,5.0,11.0,2003,7.20000000000005,1
4283,5.0,42.119017,-8.109836,3.5,25,2,24.2,5.0,11.0,2003,7.20000000000005,2
4284,1.1,42.292139,-7.610225,2.15,17,2,24.2,5.0,11.0,2003,7.20000000000005,1
4285,1.1,42.395076,-6.909229,1.0,13,2,24.2,5.0,11.0,2003,7.20000000000005,1
4286,2.0,42.391885,-7.280667,1.1,11,2,24.2,5.0,11.0,2003,7.20000000000005,1
4287,5.01,41.910949,-7.828111,3.1,6,6,24.2,5.0,11.0,2003,7.20000000000005,1
4288,1.0,42.07277,-7.726051,1.0,6,3,24.2,5.0,11.0,2003,7.20000000000005,1
4289,3.0,42.137659,-7.014135,1.5,17,2,24.2,5.0,11.0,2003,7.20000000000005,1
4290,1.4,42.088245,-7.534558,0.45,22,7,24.2,5.0,11.0,2003,7.20000000000005,1
4291,4.0,42.173885,-7.042725,1.2,22,2,24.2,5.0,11.0,2003,7.20000000000005,1
4292,1.5,42.216282,-8.027503,0.5,21,2,24.2,5.0,11.0,2003,7.20000000000005,1
4293,2.0,42.225081,-7.54853,1.5,11,1,24.2,5.0,11.0,2003,7.20000000000005,1
4294,6.0,42.125286,-7.165067,4.0,19,2,24.2,5.0,11.0,2003,7.20000000000005,1
4295,1.0,42.337957,-7.352263,0.15,6,1,24.2,5.0,11.0,2003,7.20000000000005,1
4296,2.0,42.193381,-7.181567,2.17,11,1,24.2,5.0,11.0,2003,7.20000000000005,1
4297,3.0,42.404127,-7.81556,1.55,21,3,23.8,9.2,10.8,2003,3.30000000000007,1
4298,9.0,42.337957,-7.352263,4.15,18,2,23.8,9.2,10.8,2003,3.30000000000007,1
4299,1.0,42.107328,-7.019932,0.28,3,0,23.8,9.2,10.8,2003,3.30000000000007,1
4300,2.5,42.212696,-7.634889,1.45,11,1,23.8,9.2,10.8,2003,3.30000000000007,1
4301,1.0,41.952986,-7.724494,1.1,5,1,23.8,9.2,10.8,2003,3.30000000000007,1
4302,1.0,42.138295,-7.208119,3.1,14,3,23.8,9.2,10.8,2003,3.30000000000007,1
4303,1.0,42.286446,-7.204859,0.45,15,2,23.8,9.2,10.8,2003,3.30000000000007,1
4304,2.3,42.137659,-7.014135,2.15,6,0,23.8,9.2,10.8,2003,3.30000000000007,1
4305,1.3,42.2711,-7.527212,1.22,11,2,23.8,9.2,10.8,2003,3.30000000000007,1
4306,1.0,41.906147,-7.607803,1.15,10,1,23.8,9.2,10.8,2003,3.30000000000007,1
4307,2.5,41.894282,-7.945682,2.05,16,2,23.8,9.2,10.8,2003,3.30000000000007,1
4308,1.2,42.1334,-7.845109,1.25,22,3,23.8,9.2,10.8,2003,3.30000000000007,1
4309,5.0,42.138165,-7.940315,2.2,28,6,23.8,9.2,10.8,2003,3.30000000000007,1
4310,1.0,42.247705,-7.267098,1.4,10,1,23.8,9.2,10.8,2003,3.30000000000007,1
4311,2.0,42.286446,-7.204859,1.1,11,1,23.8,9.2,10.8,2003,3.30000000000007,1
4312,1.0,42.225081,-7.54853,3.4,9,8,23.8,9.2,10.8,2003,3.30000000000007,1
4313,1.5,42.110295,-7.572682,2.2,20,2,23.8,9.2,10.8,2003,3.30000000000007,1
4314,1.5,42.225081,-7.54853,2.05,9,1,23.8,9.2,10.8,2003,3.30000000000007,1
4315,1.0,42.118392,-7.806913,1.15,16,2,23.6,7.5,10.5,2003,2.19999999999993,1
4316,3.0,42.280417,-7.254184,1.15,11,1,23.6,7.5,10.5,2003,2.19999999999993,1
4317,1.9,42.169917,-7.062532,1.25,16,1,23.6,7.5,10.5,2003,2.19999999999993,1
4318,1.1,42.148142,-7.08619,1.4,6,0,23.6,7.5,10.5,2003,2.19999999999993,1
4319,2.0,42.217695,-7.201441,1.3,11,1,23.6,7.5,10.5,2003,2.19999999999993,1
4320,10.0,42.416166,-7.930749,3.3,30,5,23.6,7.5,10.5,2003,2.19999999999993,1
4321,2.0,41.921828,-7.303261,1.25,15,2,23.6,7.5,10.5,2003,2.19999999999993,1
4322,6.51,42.270302,-7.185638,1.1,16,0,23.6,7.5,10.5,2003,2.19999999999993,1
4323,5.0,41.890751,-7.410541,3.08,25,3,23.6,7.5,10.5,2003,2.19999999999993,1
4324,2.0,42.403177,-8.301994,2.4,10,1,23.6,7.5,10.5,2003,2.19999999999993,1
4325,1.5,42.110295,-7.572682,2.15,12,3,23.6,7.5,10.5,2003,2.19999999999993,1
4326,3.0,42.531563,-8.040282,2.55,23,5,23.6,8.6,10.7,2003,4.29999999999995,1
4327,2.0,42.544542,-8.046952,1.03,18,4,23.6,8.6,10.7,2003,4.29999999999995,1
4328,2.0,42.153179,-7.707604,0.45,18,1,23.6,8.6,10.7,2003,4.29999999999995,2
4329,2.0,42.049777,-7.598519,1.45,10,1,23.6,8.6,10.7,2003,4.29999999999995,1
4330,1.5,42.266688,-7.491946,1.0,15,2,23.6,8.6,10.7,2003,4.29999999999995,1
4331,1.0,42.262939,-7.806677,1.1,12,3,23.6,8.6,10.7,2003,4.29999999999995,2
4332,2.5,42.211852,-7.6037,1.4,27,8,23.6,8.6,10.7,2003,4.29999999999995,1
4333,1.0,42.22277,-7.683854,1.0,17,3,23.6,8.6,10.7,2003,4.29999999999995,2
4334,1.0,42.265265,-7.682704,0.45,9,2,23.6,8.6,10.7,2003,4.29999999999995,2
4335,1.2,41.916913,-7.99867,0.5,6,1,23.6,8.6,10.7,2003,4.29999999999995,1
4336,5.0,42.307554,-7.816208,2.35,27,4,23.6,8.6,10.7,2003,4.29999999999995,2
4337,5.5,42.225081,-7.54853,4.1,27,3,23.6,8.6,10.7,2003,4.29999999999995,1
4338,1.0,41.957918,-7.89527,1.15,10,2,23.2,6.7,10.5,2003,5.60000000000002,1
4339,1.0,41.940885,-7.805234,1.5,10,2,23.2,6.7,10.5,2003,5.60000000000002,1
4340,1.0,41.940885,-7.805234,1.3,20,3,23.2,6.7,10.5,2003,5.60000000000002,1
4341,1.2,42.128104,-7.287361,2.05,11,1,22.5,9.2,10.3,2003,3.39999999999998,1
4342,3.0,42.444453,-7.720663,3.05,27,2,23.2,6.7,10.5,2003,5.60000000000002,1
4343,1.5,42.1334,-7.845109,1.45,16,1,23.2,6.7,10.5,2003,5.60000000000002,1
4344,1.6,42.34057,-7.824912,2.35,32,3,23.2,6.7,10.5,2003,5.60000000000002,1
4345,1.7,42.211852,-7.6037,1.3,16,3,22.5,9.2,10.3,2003,3.39999999999998,1
4346,2.0,42.389729,-7.373615,0.5,10,1,22.5,9.2,10.3,2003,3.39999999999998,1
4347,1.0,42.128104,-7.287361,1.25,5,0,22.5,9.2,10.3,2003,3.39999999999998,4
4348,3.0,42.189168,-7.672114,1.15,24,3,22.5,9.2,10.3,2003,3.39999999999998,1
4349,1.2,42.31561,-8.155804,1.5,21,7,22.5,9.2,10.3,2003,3.39999999999998,1
4350,7.0,42.301985,-7.399812,2.45,5,0,22.5,9.2,10.3,2003,3.39999999999998,1
4351,3.0,42.257138,-7.223173,2.3,11,2,22.5,9.2,10.3,2003,3.39999999999998,1
4352,5.0,42.111998,-7.250142,2.2,10,0,22.5,9.2,10.3,2003,3.39999999999998,1
4353,1.4,41.923699,-7.526089,1.35,19,3,22.5,9.2,10.3,2003,3.39999999999998,1
4354,5.0,42.257138,-7.223173,4.1,10,0,22.5,9.2,10.3,2003,3.39999999999998,1
4355,1.0,41.891828,-7.376788,1.15,10,1,22.5,9.2,10.3,2003,3.39999999999998,1
4356,2.0,42.247705,-7.267098,0.4,10,0,22.5,9.2,10.3,2003,3.39999999999998,1
4357,3.0,41.957918,-7.89527,2.4,15,2,22.5,9.2,10.3,2003,3.39999999999998,1
4358,6.0,42.06764,-7.886528,3.1,16,1,22.3,11.1,8.3,2003,5.60000000000002,1
4359,1.0,42.13846,-7.783061,2.1,27,1,22.3,11.1,8.3,2003,5.60000000000002,1
4360,5.5,42.378409,-7.296097,2.55,6,1,22.3,11.1,8.3,2003,5.60000000000002,1
4361,1.0,41.938449,-7.568608,1.05,10,1,22.3,11.1,8.3,2003,5.60000000000002,1
4362,1.0,41.923699,-7.526089,0.35,26,2,22.3,11.1,8.3,2003,5.60000000000002,1
4363,2.0,42.168849,-7.645058,1.3,16,1,22.3,11.1,8.3,2003,5.60000000000002,1
4364,1.5,42.286446,-7.204859,3.0,10,2,22.3,11.1,8.3,2003,5.60000000000002,1
4365,2.5,41.923699,-7.526089,0.4,16,3,22.3,11.1,8.3,2003,5.60000000000002,1
4366,3.5,42.219177,-7.161441,2.1,6,0,22.3,11.1,8.3,2003,5.60000000000002,1
4367,2.0,42.200266,-7.683316,2.0,13,3,22.3,11.1,8.3,2003,5.60000000000002,2
4368,1.0,42.253103,-7.176688,1.25,5,1,22.3,11.1,8.3,2003,5.60000000000002,1
4369,1.0,42.217695,-7.201441,1.05,11,1,22.3,11.1,8.3,2003,5.60000000000002,1
4370,2.0,42.302233,-7.355573,1.2,6,0,22.3,11.1,8.3,2003,5.60000000000002,1
4371,1.0,42.217695,-7.201441,1.05,11,1,22.3,11.1,8.3,2003,5.60000000000002,1
4372,1.0,41.974901,-7.853686,0.55,6,0,22.3,11.1,8.3,2003,5.60000000000002,1
4373,2.0,42.212696,-7.634889,2.0,13,2,22.3,11.1,8.3,2003,5.60000000000002,1
4374,3.0,42.354689,-7.305881,2.4,5,1,22.3,11.1,8.3,2003,5.60000000000002,1
4375,10.0,42.153179,-7.707604,3.3,15,6,22.3,11.1,8.3,2003,5.60000000000002,4
4376,4.0,42.128104,-7.287361,2.5,9,0,22.3,11.1,8.3,2003,5.60000000000002,1
4377,1.0,41.9533,-7.868781,0.45,10,1,22.3,11.1,8.3,2003,5.60000000000002,1
4378,5.0,42.387704,-7.402483,3.45,13,2,22.3,11.1,8.3,2003,5.60000000000002,1
4379,1.0,42.048474,-7.790423,0.3,6,1,21.7,11.9,6.2,2003,2.10000000000002,1
4380,10.0,42.296974,-8.155544,4.1,32,4,22.3,11.1,8.3,2003,5.60000000000002,1
4381,10.0,42.389729,-7.373615,3.47,33,4,21.7,11.9,6.2,2003,2.10000000000002,1
4382,2.0,42.287638,-7.424469,1.5,6,1,21.7,11.9,6.2,2003,2.10000000000002,4
4383,1.0,42.253103,-7.176688,0.5,10,1,21.7,11.9,6.2,2003,2.10000000000002,1
4384,1.0,42.286446,-7.204859,1.4,17,3,21.7,11.9,6.2,2003,2.10000000000002,1
4385,1.5,42.113373,-7.103179,0.3,10,0,21.7,11.9,6.2,2003,2.10000000000002,1
4386,7.0,42.181715,-7.016704,1.3,16,2,21.7,11.9,6.2,2003,2.10000000000002,1
4387,1.5,42.194933,-7.054949,0.5,11,1,21.7,11.9,6.2,2003,2.10000000000002,1
4388,1.5,42.278751,-7.691713,0.4,10,7,21.7,11.9,6.2,2003,2.10000000000002,1
4389,1.0,42.049777,-7.598519,0.5,6,0,21.7,11.9,6.2,2003,2.10000000000002,1
4390,3.0,42.374357,-6.803439,1.4,9,0,21.7,11.9,6.2,2003,2.10000000000002,1
4391,2.5,41.974901,-7.853686,1.5,4,1,21.7,11.9,6.2,2003,2.10000000000002,1
4392,2.5,42.302529,-7.684827,2.2,17,3,21.7,11.9,6.2,2003,2.10000000000002,1
4393,1.0,42.444453,-7.720663,1.45,21,1,19.6,8.3,0.6,2003,1.59999999999991,1
4394,1.0,42.264912,-7.864402,1.05,11,2,21.4,8.3,10.0,2003,3.39999999999998,2
4395,1.0,42.027762,-7.6702,0.15,6,1,21.1,7.5,9.6,2003,4.09999999999991,1
4396,2.0,42.18845,-7.493759,1.55,13,5,21.1,7.5,9.6,2003,4.09999999999991,1
4397,2.85,41.906146,-7.540249,1.25,22,3,21.1,7.5,9.6,2003,4.09999999999991,1
4398,4.0,41.910949,-7.828111,2.4,17,6,21.1,7.5,9.6,2003,4.09999999999991,1
4399,1.5,42.147276,-7.053505,2.3,17,1,21.1,7.5,9.6,2003,4.09999999999991,1
4400,1.5,42.371658,-7.115682,1.4,15,3,21.1,7.5,9.6,2003,4.09999999999991,1
4401,2.5,42.055211,-7.969382,2.05,25,3,21.1,7.5,9.6,2003,4.09999999999991,1
4402,1.5,42.18845,-7.493759,1.1,6,0,20.5,6.7,8.2,2003,2.79999999999995,1
