,superficie,lat,lng,time_ctrl,personal,medios,TMEDIA,RACHA,SOL,Año,PRES_RANGE,target
6912,1.1,42.535919,-7.782264,1.15,2,0,14.1,9.2,7.1,2005,2.60000000000002,1
6913,8.0,42.849448,-7.951087,3.1,26,3,19.4,10.0,13.2,2005,2.09999999999991,1
6914,1.2,42.494271,-7.739215,2.05,1,0,19.8,8.6,13.3,2005,4.0,1
6915,8.0,43.193338,-7.555362,2.2,18,4,19.8,8.6,13.3,2005,4.0,1
6916,6.0,43.476902,-7.723915,3.55,31,4,19.4,7.5,12.3,2005,5.70000000000005,1
6917,3.9,43.311224,-7.290185,1.55,9,2,20.1,6.7,1.2,2005,1.5,1
6918,1.0,43.150976,-7.010444,1.4,23,4,20.1,6.7,1.2,2005,1.5,1
6919,2.6,43.194841,-7.911479,1.45,33,8,19.2,8.1,12.8,2005,2.0,3
6920,2.0,43.368023,-7.627609,2.25,24,4,18.6,12.8,11.5,2005,6.19999999999993,1
6921,5.0,42.96962,-7.804068,3.15,31,5,18.6,12.8,11.5,2005,6.19999999999993,1
6922,4.2,42.767975,-7.822108,1.5,13,6,18.2,10.0,2.1,2005,3.59999999999991,1
6923,1.5,42.57464,-7.172282,1.0,3,0,18.2,10.0,2.1,2005,3.59999999999991,5
6924,5.0,42.862242,-7.805653,3.2,30,2,19.0,8.1,10.7,2005,3.5,1
6925,1.0,43.370779,-7.347178,2.0,16,3,19.0,8.1,10.7,2005,3.5,1
6926,1.0,43.275709,-7.882335,1.2,15,6,18.0,9.7,10.1,2005,6.79999999999995,1
6927,2.2,42.50172,-7.739382,1.18,2,0,16.4,12.8,9.5,2005,5.0,2
6928,4.0,42.560842,-7.59905,1.3,3,0,16.4,12.8,9.5,2005,5.0,1
6929,5.0,42.490353,-7.73265,2.05,2,0,16.4,12.8,9.5,2005,5.0,1
6930,3.9,43.021026,-7.176593,3.17,3,0,15.6,11.4,10.3,2005,1.60000000000002,1
6931,4.0,42.637437,-7.702507,1.3,27,7,15.6,11.4,10.3,2005,1.60000000000002,1
6932,7.0,42.581441,-7.908991,3.55,3,0,15.2,11.1,12.2,2005,2.40000000000009,1
6933,3.5,42.861049,-7.805247,1.0,16,1,15.2,11.1,12.2,2005,2.40000000000009,1
6934,4.5,42.521281,-7.765018,1.5,18,7,16.8,8.3,12.7,2005,2.40000000000009,1
6935,2.5,43.029605,-7.752026,2.2,21,6,16.8,8.6,7.1,2005,3.10000000000002,1
6936,2.0,42.790572,-7.501774,3.3,20,3,16.3,7.2,1.1,2005,3.0,1
6937,1.55,43.184468,-7.93641,2.05,11,2,16.3,7.2,1.1,2005,3.0,1
6938,2.0,42.697841,-7.765687,0.5,28,8,18.8,7.8,5.0,2005,2.0,1
6939,2.0,42.946909,-7.871399,1.5,14,2,18.8,7.8,5.0,2005,2.0,1
6940,1.0,43.280225,-7.52448,0.4,4,1,21.7,8.9,10.1,2005,1.29999999999995,1
6941,1.5,42.888177,-7.126311,1.3,3,3,24.9,9.7,8.7,2005,4.10000000000002,1
6942,1.5,42.8718,-7.901258,2.05,11,2,18.0,7.8,4.0,2005,3.19999999999993,1
6943,1.0,42.777437,-7.381021,1.25,21,5,18.8,10.0,9.5,2005,2.0,1
6944,1.5,43.00224,-7.865491,2.1,6,1,21.0,8.9,10.5,2005,3.69999999999993,1
6945,2.01,42.807805,-7.544873,2.2,11,1,18.5,10.3,4.4,2005,1.69999999999993,1
6946,2.0,42.753681,-7.397623,2.0,23,3,16.0,11.1,6.5,2005,6.30000000000007,2
6947,4.1,42.772519,-7.28868,2.15,26,3,12.0,12.2,4.6,2005,5.69999999999993,1
6948,5.0,42.769425,-7.284072,3.5,26,6,13.6,7.2,11.5,2005,2.40000000000009,2
6949,1.0,42.772041,-7.276592,1.4,16,7,13.4,7.5,11.4,2005,4.0,1
6950,1.5,43.314121,-7.528951,1.15,5,1,16.8,6.7,5.0,2005,1.40000000000009,1
6951,1.0,42.680236,-7.80386,0.55,1,0,16.8,6.7,5.0,2005,1.40000000000009,1
6952,1.0,42.448377,-7.607639,0.5,1,0,16.5,7.2,2.1,2005,2.40000000000009,1
6953,1.5,43.077947,-7.75322,1.25,22,2,10.3,7.2,1.5,2005,3.20000000000005,1
6954,2.0,42.867585,-7.110616,1.2,26,7,15.8,8.1,3.2,2005,2.79999999999995,1
6955,1.5,43.327739,-7.89543,1.45,16,7,17.0,6.1,10.4,2005,3.80000000000007,4
6956,1.5,43.078814,-7.753411,1.56,9,2,17.0,6.1,10.4,2005,3.80000000000007,1
6957,2.0,42.896838,-7.697301,1.3,9,1,14.2,10.3,1.5,2005,3.60000000000002,1
6958,2.3,42.75435,-7.176271,3.35,7,1,13.2,5.3,7.6,2005,3.60000000000002,2
6959,1.0,42.694043,-7.236134,1.45,9,1,13.1,6.4,6.7,2005,2.79999999999995,1
6960,1.5,43.194419,-7.173172,1.2,21,2,14.4,5.6,7.4,2005,4.60000000000002,1
6961,7.0,43.023374,-7.177567,3.25,8,2,15.8,5.8,8.2,2005,3.89999999999998,1
6962,1.1,43.563692,-7.275259,0.55,1,0,17.7,13.6,4.5,2005,2.0,1
6963,1.0,42.33853,-6.787814,3.09,5,0,9.1,6.9,7.9,2005,4.29999999999995,1
6964,1.2,42.113543,-8.180216,2.2,6,0,7.3,6.9,4.9,2005,5.29999999999995,2
6965,2.0,42.225081,-7.54853,2.15,13,0,7.3,6.9,4.9,2005,5.29999999999995,2
6966,1.5,42.304143,-8.241844,0.4,5,0,7.3,6.9,4.9,2005,5.29999999999995,1
6967,1.0,42.105075,-8.09033,1.45,6,0,6.4,6.7,5.3,2005,3.5,1
6968,4.0,41.940885,-7.805234,2.2,4,2,6.4,6.7,5.3,2005,3.5,1
6969,1.5,42.286446,-7.204859,2.35,6,0,6.2,7.5,8.2,2005,4.79999999999995,1
6970,6.0,42.270302,-7.185638,2.3,13,1,6.2,7.5,8.2,2005,4.79999999999995,1
6971,1.0,42.321315,-8.222657,1.05,5,1,6.2,7.5,8.2,2005,4.79999999999995,1
6972,1.0,42.312721,-7.19375,1.25,5,0,6.8,8.6,1.5,2005,2.29999999999995,1
6973,1.0,41.894282,-7.945682,1.05,2,1,6.8,8.6,1.5,2005,2.29999999999995,1
6974,10.0,42.304143,-8.241844,4.1,9,0,6.8,8.6,1.5,2005,2.29999999999995,1
6975,7.0,42.081951,-8.011349,3.05,5,1,6.8,8.6,1.5,2005,2.29999999999995,1
6976,6.0,42.304143,-8.241844,2.05,8,2,6.8,8.6,1.5,2005,2.29999999999995,1
6977,1.0,42.1039,-8.064126,4.0,1,0,6.8,8.6,1.5,2005,2.29999999999995,1
6978,2.0,42.1039,-8.064126,1.55,7,0,11.5,12.2,0.3,2005,2.0,1
6979,1.0,42.1039,-8.064126,0.2,13,0,11.5,12.2,0.3,2005,2.0,1
6980,2.0,42.286446,-7.204859,1.5,5,0,10.4,6.1,8.1,2005,6.69999999999993,1
6981,2.5,42.247705,-7.267098,2.2,4,0,10.4,6.1,8.1,2005,6.69999999999993,1
6982,2.0,42.270302,-7.185638,0.3,5,0,7.5,3.1,5.7,2005,4.60000000000002,1
6983,1.0,42.277541,-7.394488,0.5,6,0,7.2,5.3,5.4,2005,5.0,1
6984,1.0,42.234061,-7.430299,1.45,11,0,7.2,5.3,5.4,2005,5.0,1
6985,2.5,42.286446,-7.204859,1.15,11,0,7.3,3.9,5.6,2005,4.80000000000007,1
6986,5.0,42.374357,-6.803439,4.15,5,0,7.3,3.9,5.6,2005,4.80000000000007,1
6987,1.2,42.312721,-7.19375,0.45,7,0,7.1,7.2,8.2,2005,4.20000000000005,1
6988,1.5,41.996438,-8.116726,1.2,2,1,4.7,8.9,6.3,2005,1.60000000000002,1
6989,4.0,42.352302,-7.661995,2.4,5,2,4.7,8.9,6.3,2005,1.60000000000002,1
6990,5.0,42.270645,-8.249436,2.3,10,1,4.7,8.9,6.3,2005,1.60000000000002,1
6991,1.2,41.942834,-8.059319,1.35,3,0,6.1,13.9,4.8,2005,4.79999999999995,1
6992,2.0,42.138165,-7.940315,1.4,6,1,6.1,13.9,4.8,2005,4.79999999999995,1
6993,1.0,42.48397,-8.324713,1.2,8,1,6.1,13.9,4.8,2005,4.79999999999995,1
6994,3.0,42.319778,-6.84826,1.2,3,0,6.1,13.9,4.8,2005,4.79999999999995,1
6995,1.0,42.345413,-6.904879,1.05,3,0,6.1,13.9,4.8,2005,4.79999999999995,1
6996,1.0,42.073836,-7.86628,0.4,5,0,5.7,9.7,3.7,2005,2.0,1
6997,1.5,42.182982,-7.643787,0.25,3,1,5.7,9.7,3.7,2005,2.0,1
6998,1.0,42.337957,-7.352263,0.5,5,0,5.7,9.7,3.7,2005,2.0,1
6999,2.0,42.107092,-8.156315,2.3,15,0,5.7,9.7,3.7,2005,2.0,1
7000,6.0,41.957293,-8.075252,2.45,9,1,5.7,9.7,3.7,2005,2.0,1
7001,6.0,42.321315,-8.222657,2.15,11,1,5.7,9.7,3.7,2005,2.0,1
7002,2.5,42.110543,-7.878774,1.0,2,1,5.7,9.7,3.7,2005,2.0,1
7003,1.0,42.110543,-7.878774,2.2,14,1,5.3,5.3,3.2,2005,3.70000000000005,1
7004,3.44,42.020825,-7.296548,2.4,9,1,7.3,6.4,4.8,2005,4.5,1
7005,2.01,41.951958,-8.048507,1.25,2,1,7.3,6.4,4.8,2005,4.5,1
7006,1.0,42.118356,-7.738736,0.55,3,1,6.3,10.0,8.5,2005,7.89999999999998,1
7007,3.0,42.244404,-7.373705,1.2,4,0,5.9,6.9,8.5,2005,4.10000000000002,1
7008,1.0,41.845818,-8.032748,1.55,3,0,5.9,6.9,8.5,2005,4.10000000000002,1
7009,1.0,42.304143,-8.241844,0.5,5,1,7.3,6.7,8.5,2005,3.39999999999998,1
7010,2.0,42.484807,-7.039153,3.0,12,1,7.3,6.7,8.5,2005,3.39999999999998,1
7011,2.5,42.493143,-7.876613,2.05,9,2,7.3,6.7,8.5,2005,3.39999999999998,1
7012,5.0,42.21825,-7.369252,3.35,6,0,7.3,6.7,8.5,2005,3.39999999999998,1
7013,3.5,42.238551,-7.333001,2.2,6,0,7.3,6.7,8.5,2005,3.39999999999998,1
7014,1.5,42.2711,-7.527212,0.45,5,0,7.3,6.7,8.5,2005,3.39999999999998,1
7015,1.2,41.980921,-8.034134,0.35,6,1,8.4,8.1,8.6,2005,4.10000000000002,1
7016,2.0,42.277541,-7.394488,2.0,4,0,8.4,8.1,8.6,2005,4.10000000000002,3
7017,1.0,42.113543,-8.180216,1.55,5,0,8.4,8.1,8.6,2005,4.10000000000002,1
7018,1.5,42.357833,-6.943747,1.15,4,0,8.4,8.1,8.6,2005,4.10000000000002,1
7019,10.0,42.234061,-7.430299,4.15,12,0,8.4,8.1,8.6,2005,4.10000000000002,1
7020,1.5,42.078559,-7.837834,0.5,5,0,8.4,8.1,8.6,2005,4.10000000000002,1
7021,1.5,42.304143,-8.241844,1.5,4,0,8.4,8.1,8.6,2005,4.10000000000002,1
7022,5.0,42.247705,-7.267098,1.0,5,0,8.4,8.1,8.6,2005,4.10000000000002,1
7023,2.0,42.257138,-7.223173,0.45,6,0,6.5,7.5,8.6,2005,6.0,1
7024,1.0,42.306291,-7.372987,0.5,5,0,6.5,7.5,8.6,2005,6.0,1
7025,1.0,42.544542,-8.046952,1.15,7,1,6.5,7.5,8.6,2005,6.0,1
7026,1.0,42.1039,-8.064126,1.55,9,0,6.5,7.5,8.6,2005,6.0,1
7027,1.0,42.1039,-8.064126,2.3,8,0,6.5,7.5,8.6,2005,6.0,1
7028,2.0,42.196044,-7.00429,1.3,6,0,5.9,3.1,8.4,2005,4.79999999999995,1
7029,1.2,42.266688,-7.491946,1.15,5,0,5.9,3.1,8.4,2005,4.79999999999995,1
7030,1.5,42.286446,-7.204859,1.15,10,0,5.9,3.1,8.4,2005,4.79999999999995,1
7031,5.5,42.33853,-6.787814,3.0,9,0,5.9,3.1,8.4,2005,4.79999999999995,1
7032,2.0,41.974901,-7.853686,0.5,5,0,5.9,3.1,8.4,2005,4.79999999999995,1
7033,2.5,42.250857,-7.557152,1.2,16,1,4.3,5.3,3.3,2005,6.19999999999993,1
7034,1.5,42.331895,-7.708333,1.55,20,2,4.3,5.3,3.3,2005,6.19999999999993,1
7035,1.0,42.004142,-7.250843,0.55,10,0,6.2,5.8,5.6,2005,5.70000000000005,1
7036,2.0,41.95351,-7.272318,1.3,5,0,5.3,4.4,5.3,2005,3.60000000000002,1
7037,1.5,42.110543,-7.878774,1.05,6,1,5.3,4.4,5.3,2005,3.60000000000002,1
7038,1.0,41.916176,-7.784231,1.1,6,1,8.0,5.0,8.1,2005,7.79999999999995,1
7039,1.0,42.055211,-7.969382,1.0,9,2,7.7,6.1,8.9,2005,8.39999999999998,1
7040,2.5,41.98679,-7.892175,1.1,13,2,7.7,6.1,8.9,2005,8.39999999999998,1
7041,1.0,42.304143,-8.241844,0.5,6,1,7.7,6.1,8.9,2005,8.39999999999998,1
7042,1.5,42.367946,-7.445781,0.4,6,0,7.7,6.1,8.9,2005,8.39999999999998,1
7043,1.2,42.283668,-7.350925,0.5,5,0,8.4,4.2,8.9,2005,3.89999999999998,1
7044,1.0,42.410036,-7.434291,1.05,6,0,8.4,4.2,8.9,2005,3.89999999999998,1
7045,2.0,42.212696,-7.634889,2.0,6,1,8.4,4.2,8.9,2005,3.89999999999998,1
7046,3.5,42.286446,-7.204859,1.0,11,1,8.4,4.2,8.9,2005,3.89999999999998,1
7047,1.0,42.304143,-8.241844,1.2,7,1,8.4,4.2,8.9,2005,3.89999999999998,1
7048,3.0,42.234061,-7.430299,3.0,6,0,8.4,4.2,8.9,2005,3.89999999999998,1
7049,2.5,42.107092,-8.156315,2.55,9,1,8.4,4.2,8.9,2005,3.89999999999998,1
7050,2.0,42.354689,-7.305881,2.05,4,0,8.4,4.2,8.9,2005,3.89999999999998,1
7051,1.0,42.357993,-7.365363,1.45,7,0,8.4,4.2,8.9,2005,3.89999999999998,1
7052,1.5,42.357834,-8.297918,2.05,4,1,8.4,4.2,8.9,2005,3.89999999999998,1
7053,2.5,42.13759,-7.395911,1.12,6,0,9.0,2.5,6.9,2005,4.80000000000007,1
7054,2.0,42.073836,-7.86628,1.3,5,1,9.0,2.5,6.9,2005,4.80000000000007,1
7055,1.7,41.96825,-7.27029,2.05,10,1,9.0,2.5,6.9,2005,4.80000000000007,1
7056,3.05,42.333928,-7.509251,1.25,11,0,9.0,2.5,6.9,2005,4.80000000000007,2
7057,1.0,42.253103,-7.176688,1.1,6,0,9.0,2.5,6.9,2005,4.80000000000007,1
7058,2.0,42.244404,-7.373705,0.5,5,0,9.0,2.5,6.9,2005,4.80000000000007,1
7059,1.0,42.470972,-8.148513,1.1,2,1,9.0,2.5,6.9,2005,4.80000000000007,1
7060,2.5,42.389729,-7.373615,3.1,12,0,9.0,2.5,6.9,2005,4.80000000000007,1
7061,4.1,41.923595,-7.864928,1.25,6,1,9.0,2.5,6.9,2005,4.80000000000007,1
7062,1.5,42.107092,-8.156315,2.35,11,1,9.0,2.5,6.9,2005,4.80000000000007,1
7063,1.5,42.107092,-8.156315,1.25,6,1,9.0,2.5,6.9,2005,4.80000000000007,1
7064,3.0,42.364438,-7.336391,3.05,6,0,9.0,2.5,6.9,2005,4.80000000000007,1
7065,2.0,42.277541,-7.394488,1.55,5,0,9.0,2.5,6.9,2005,4.80000000000007,1
7066,1.8,42.113373,-7.103179,1.54,13,0,9.0,2.5,6.9,2005,4.80000000000007,1
7067,2.0,42.073836,-7.86628,1.05,5,1,9.0,2.5,6.9,2005,4.80000000000007,1
7068,4.0,42.301985,-7.399812,3.05,9,0,9.0,2.5,6.9,2005,4.80000000000007,1
7069,7.0,41.9533,-7.868781,1.45,7,1,9.0,2.5,6.9,2005,4.80000000000007,1
7070,2.0,42.364438,-7.336391,1.25,1,0,9.0,2.5,6.9,2005,4.80000000000007,1
7071,2.01,41.92347,-8.184125,3.0,12,1,9.0,2.5,6.9,2005,4.80000000000007,1
7072,1.5,42.044631,-7.238254,1.2,5,1,9.6,2.2,3.7,2005,5.10000000000002,1
7073,3.0,41.923595,-7.864928,0.3,4,0,9.6,2.2,3.7,2005,5.10000000000002,1
7074,1.5,41.949642,-7.196475,0.58,6,0,9.6,2.2,3.7,2005,5.10000000000002,1
7075,3.3,42.131385,-7.072938,0.41,6,0,9.6,2.2,3.7,2005,5.10000000000002,1
7076,2.5,42.225081,-7.54853,1.4,11,2,9.6,2.2,3.7,2005,5.10000000000002,1
7077,2.5,42.244404,-7.373705,0.25,5,0,9.6,2.2,3.7,2005,5.10000000000002,1
7078,3.0,42.387704,-7.402483,2.0,7,1,9.6,2.2,3.7,2005,5.10000000000002,1
7079,5.0,42.238551,-7.333001,2.25,8,0,9.6,2.2,3.7,2005,5.10000000000002,1
7080,1.3,42.160169,-7.034299,2.09,5,0,9.6,2.2,3.7,2005,5.10000000000002,1
7081,1.0,42.337957,-7.352263,1.0,17,0,9.6,2.2,3.7,2005,5.10000000000002,1
7082,1.5,42.062663,-7.285943,1.31,6,1,9.6,2.2,3.7,2005,5.10000000000002,1
7083,2.0,41.974901,-7.853686,1.23,5,0,9.6,2.2,3.7,2005,5.10000000000002,1
7084,2.0,41.916913,-7.99867,0.43,4,1,9.6,2.2,3.7,2005,5.10000000000002,1
7085,1.4,41.915314,-7.95766,0.4,7,1,9.6,2.2,3.7,2005,5.10000000000002,1
7086,2.0,42.312721,-7.19375,1.45,6,0,9.8,12.5,3.4,2005,6.0,1
7087,2.5,42.286665,-7.163543,1.55,11,0,9.8,12.5,3.4,2005,6.0,1
7088,5.0,42.305355,-7.553081,2.3,10,1,9.8,12.5,3.4,2005,6.0,1
7089,1.8,42.262861,-7.646429,0.5,16,2,9.8,12.5,3.4,2005,6.0,1
7090,6.5,42.333928,-7.509251,2.1,8,1,9.8,12.5,3.4,2005,6.0,1
7091,3.0,42.292139,-7.610225,1.05,8,1,9.8,12.5,3.4,2005,6.0,1
7092,3.0,42.13759,-7.395911,2.4,10,1,9.8,12.5,3.4,2005,6.0,1
7093,1.0,42.113373,-7.103179,0.38,6,0,9.8,12.5,3.4,2005,6.0,1
7094,3.3,41.952986,-7.724494,3.05,4,1,9.8,12.5,3.4,2005,6.0,1
7095,6.0,42.504114,-8.171992,3.04,5,0,9.1,10.6,5.9,2005,3.79999999999995,1
7096,10.0,42.257138,-7.223173,2.55,12,1,9.8,12.5,3.4,2005,6.0,1
7097,3.0,42.113373,-7.103179,2.17,6,0,9.8,12.5,3.4,2005,6.0,1
7098,2.0,41.910949,-7.828111,2.3,6,1,9.8,12.5,3.4,2005,6.0,1
7099,1.0,41.978371,-7.565493,2.49,6,0,9.8,12.5,3.4,2005,6.0,1
7100,5.0,42.002223,-7.887102,3.45,15,0,9.8,12.5,3.4,2005,6.0,1
7101,10.0,42.357834,-8.297918,3.2,6,1,9.8,12.5,3.4,2005,6.0,1
7102,3.0,42.357834,-8.297918,2.2,7,0,9.1,10.6,5.9,2005,3.79999999999995,1
7103,2.0,42.270302,-7.185638,1.1,5,0,9.1,10.6,5.9,2005,3.79999999999995,1
7104,1.5,41.938463,-8.114487,1.0,8,0,9.1,10.6,5.9,2005,3.79999999999995,1
7105,1.0,41.938449,-7.568608,1.18,4,0,9.1,10.6,5.9,2005,3.79999999999995,1
7106,1.0,41.894282,-7.945682,1.0,1,1,9.1,10.6,5.9,2005,3.79999999999995,1
7107,4.5,42.286665,-7.163543,1.2,5,0,9.1,10.6,5.9,2005,3.79999999999995,1
7108,4.0,42.286665,-7.163543,1.05,6,0,9.1,10.6,5.9,2005,3.79999999999995,1
7109,1.5,42.002072,-7.04974,0.45,11,2,9.1,10.6,5.9,2005,3.79999999999995,1
7110,1.51,42.063863,-7.614901,1.1,6,1,9.1,10.6,5.9,2005,3.79999999999995,1
7111,5.0,42.243866,-7.596146,1.45,19,2,5.5,11.9,9.2,2005,6.20000000000005,1
7112,4.0,42.304143,-8.241844,2.52,13,0,5.5,11.9,9.2,2005,6.20000000000005,1
7113,1.0,41.98679,-7.892175,1.0,7,1,5.5,11.9,9.2,2005,6.20000000000005,1
7114,2.5,41.957918,-7.89527,1.45,15,2,5.5,11.9,9.2,2005,6.20000000000005,1
7115,5.0,42.137876,-8.128583,3.4,17,4,5.5,11.9,9.2,2005,6.20000000000005,1
7116,2.3,41.938463,-8.114487,1.5,12,3,5.5,11.9,9.2,2005,6.20000000000005,3
7117,5.0,42.020825,-7.296548,2.1,16,2,5.5,11.9,9.2,2005,6.20000000000005,1
7118,1.0,42.196044,-7.00429,3.25,11,0,5.5,11.9,9.2,2005,6.20000000000005,1
7119,4.0,42.400821,-7.835708,2.45,6,2,5.5,11.9,9.2,2005,6.20000000000005,1
7120,3.0,41.894282,-7.945682,1.5,6,1,5.5,11.9,9.2,2005,6.20000000000005,1
7121,4.5,41.957293,-8.075252,2.1,6,0,5.5,11.9,9.2,2005,6.20000000000005,1
7122,3.5,41.894282,-7.945682,2.0,5,0,5.5,11.9,9.2,2005,6.20000000000005,1
7123,1.0,42.302659,-8.171822,1.5,15,1,5.9,11.7,7.2,2005,3.40000000000009,1
7124,1.0,42.367946,-7.445781,1.1,11,1,5.9,11.7,7.2,2005,3.40000000000009,1
7125,3.0,42.243866,-7.596146,1.1,11,1,5.9,11.7,7.2,2005,3.40000000000009,1
7126,1.5,42.063863,-7.614901,0.3,1,0,5.9,11.7,7.2,2005,3.40000000000009,1
7127,5.0,41.923595,-7.864928,1.3,6,1,5.9,11.7,7.2,2005,3.40000000000009,1
7128,1.3,42.108987,-7.901359,2.45,11,0,5.9,11.7,7.2,2005,3.40000000000009,1
7129,2.0,42.277541,-7.394488,1.2,5,0,6.9,8.3,9.3,2005,5.29999999999995,1
7130,1.5,41.923595,-7.864928,1.5,6,1,6.9,8.3,9.3,2005,5.29999999999995,1
7131,1.5,42.234061,-7.430299,0.4,5,0,6.9,8.3,9.3,2005,5.29999999999995,1
7132,1.5,42.367946,-7.445781,0.3,6,1,6.9,8.3,9.3,2005,5.29999999999995,1
7133,3.0,42.073836,-7.86628,2.45,21,2,6.9,8.3,9.3,2005,5.29999999999995,1
7134,1.0,41.939797,-7.754553,0.34,4,0,6.9,8.3,9.3,2005,5.29999999999995,1
7135,1.0,42.244404,-7.373705,1.1,5,0,6.9,8.3,9.3,2005,5.29999999999995,1
7136,1.0,42.403755,-7.898332,2.0,11,2,6.9,8.3,9.3,2005,5.29999999999995,1
7137,2.0,42.389729,-7.373615,1.0,5,0,6.9,8.3,9.3,2005,5.29999999999995,1
7138,2.5,42.247705,-7.267098,1.4,8,1,6.9,8.3,9.3,2005,5.29999999999995,1
7139,2.5,42.300194,-7.592797,1.4,16,2,6.9,8.3,9.3,2005,5.29999999999995,2
7140,1.0,41.894282,-7.945682,1.35,5,1,6.9,8.3,9.3,2005,5.29999999999995,1
7141,1.0,42.499381,-7.951408,2.05,4,1,6.9,8.3,9.3,2005,5.29999999999995,1
7142,1.0,42.389729,-7.373615,0.4,6,1,6.9,8.3,9.3,2005,5.29999999999995,1
7143,4.0,41.995212,-7.864622,3.3,18,3,6.9,8.3,9.3,2005,5.29999999999995,2
7144,1.0,42.250857,-7.557152,1.45,5,1,6.9,8.3,9.3,2005,5.29999999999995,1
7145,2.5,42.389729,-7.373615,2.1,7,0,6.9,8.3,9.3,2005,5.29999999999995,1
7146,2.25,41.966958,-7.951702,1.3,8,3,6.8,9.7,8.2,2005,3.20000000000005,1
7147,1.5,42.499381,-7.951408,1.0,7,1,6.8,9.7,8.2,2005,3.20000000000005,1
7148,3.5,42.234061,-7.430299,1.45,6,0,6.8,9.7,8.2,2005,3.20000000000005,1
7149,1.0,42.320547,-7.545913,0.35,5,1,6.8,9.7,8.2,2005,3.20000000000005,1
7150,3.0,42.484807,-7.039153,0.5,4,0,6.8,9.7,8.2,2005,3.20000000000005,1
7151,3.2,41.923662,-7.213416,3.1,15,2,6.8,9.7,8.2,2005,3.20000000000005,1
7152,1.5,41.971801,-7.212831,1.35,5,0,6.8,9.7,8.2,2005,3.20000000000005,1
7153,2.4,42.286446,-7.204859,1.3,4,0,6.8,9.7,8.2,2005,3.20000000000005,1
7154,2.5,42.196044,-7.00429,1.32,5,1,6.8,9.7,8.2,2005,3.20000000000005,1
7155,1.0,41.960669,-7.580286,1.1,7,1,6.8,9.7,8.2,2005,3.20000000000005,1
7156,5.0,42.403177,-8.301994,3.05,6,1,6.8,9.7,8.2,2005,3.20000000000005,1
7157,1.0,42.305355,-7.553081,0.25,5,0,6.8,9.7,8.2,2005,3.20000000000005,1
7158,1.5,41.9766,-7.615587,0.37,7,1,6.8,9.7,8.2,2005,3.20000000000005,1
7159,1.5,41.915314,-7.95766,1.45,10,1,6.8,9.7,8.2,2005,3.20000000000005,1
7160,5.0,42.363966,-7.520661,1.5,6,0,6.8,9.7,8.2,2005,3.20000000000005,1
7161,1.0,42.362881,-7.414612,1.35,5,0,6.8,9.7,8.2,2005,3.20000000000005,1
7162,2.8,42.244404,-7.373705,0.5,6,0,6.8,9.7,8.2,2005,3.20000000000005,1
7163,2.5,41.995212,-7.864622,2.35,10,1,6.8,9.7,8.2,2005,3.20000000000005,1
7164,3.3,42.305355,-7.553081,2.05,11,0,7.1,9.4,4.0,2005,7.70000000000005,1
7165,5.0,42.418162,-8.267309,2.2,21,4,7.1,9.4,4.0,2005,7.70000000000005,1
7166,1.5,41.943037,-7.920668,1.3,5,0,7.1,9.4,4.0,2005,7.70000000000005,1
7167,1.0,41.951958,-8.048507,1.0,5,0,7.1,9.4,4.0,2005,7.70000000000005,1
7168,4.0,42.225081,-7.54853,3.5,9,1,7.1,9.4,4.0,2005,7.70000000000005,1
7169,5.0,42.357834,-8.297918,2.4,11,3,7.1,9.4,4.0,2005,7.70000000000005,1
7170,1.25,42.403177,-8.301994,2.45,11,0,7.1,9.4,4.0,2005,7.70000000000005,1
7171,1.5,42.286665,-7.163543,0.5,5,0,7.1,9.4,4.0,2005,7.70000000000005,1
7172,4.0,41.9533,-7.868781,2.3,6,0,7.1,9.4,4.0,2005,7.70000000000005,1
7173,2.8,41.940885,-7.805234,4.05,12,1,7.1,9.4,4.0,2005,7.70000000000005,1
7174,7.0,42.289772,-8.143753,3.2,16,5,7.1,9.4,4.0,2005,7.70000000000005,1
7175,1.5,41.96825,-7.27029,1.5,11,1,7.9,6.7,2.9,2005,6.69999999999993,1
7176,5.0,42.152354,-7.161453,2.5,16,2,7.9,6.7,2.9,2005,6.69999999999993,1
7177,2.5,42.169966,-7.145604,2.55,6,1,7.9,6.7,2.9,2005,6.69999999999993,1
7178,3.0,42.113543,-8.180216,3.05,12,2,7.9,6.7,2.9,2005,6.69999999999993,2
7179,1.0,42.080763,-7.319911,1.35,11,0,7.9,6.7,2.9,2005,6.69999999999993,1
7180,4.0,42.138295,-7.208119,2.55,10,1,5.4,10.3,8.2,2005,4.10000000000002,1
7181,2.0,41.9533,-7.868781,1.2,11,1,4.9,14.4,9.7,2005,4.5,1
7182,2.0,42.301985,-7.399812,1.1,6,0,2.9,10.3,9.8,2005,5.39999999999998,1
7183,1.0,42.131385,-7.072938,0.45,3,0,2.9,10.3,9.8,2005,5.39999999999998,1
7184,1.0,42.194933,-7.054949,0.5,5,1,2.9,10.3,9.8,2005,5.39999999999998,1
7185,1.0,42.219177,-7.161441,1.1,3,0,2.9,10.3,9.8,2005,5.39999999999998,1
7186,2.5,42.357833,-6.943747,0.55,7,0,2.9,10.3,9.8,2005,5.39999999999998,1
7187,2.0,42.331658,-7.383645,2.2,6,0,2.5,8.3,5.3,2005,3.20000000000005,1
7188,1.02,42.270302,-7.185638,1.2,2,0,2.5,8.3,5.3,2005,3.20000000000005,1
